mysql> SELECT * FROM PLAYERS;
+-------+--------+--------+------------+--------------------------------+------------------+----------------------------+
| nflId | height | weight | birthDate  | collegeName                    | officialPosition | displayName                |
| 46192 | 6-Jun  |    260 | 8/9/1995   | Notre Dame                     | TE               | Durham Smythe              |
| 46193 | 11-May |    205 | 3/19/1996  | Texas A&amp;M                  | SS               | Armani Watts               |
| 46194 | 9-May  |    184 | 3/31/1996  | Pittsburgh                     | CB               | Avonte Maddox              |
| 46197 | 2-Jun  |    287 | 5/8/1996   | North Carolina State           | DE               | Kentavius Street           |
| 46198 | 6-Jun  |    303 | 1/4/1996   | North Carolina State           | T                | Will Richardson            |
| 46199 | 5-Jun  |    253 | 3/29/1997  | Florida State                  | DE               | Josh Sweat                 |
| 46200 | 2-Jun  |    230 | 12/22/1995 | Arizona State                  | RB               | Kalen Ballage              |
| 46203 | 9-May  |    210 | 4/13/1996  | Fordham                        | RB               | Chase Edmonds              |
| 46204 | 4-Jun  |    288 | 9/26/1996  | Stephen F. Austin              | DE               | John Franklin-Myers        |
| 46205 | 2-Jun  |    235 | 12/16/1993 | Mississippi                    | DE               | Marquis Haynes             |
| 46206 | 5-Jun  |    242 | 7/11/1996  | Stanford                       | TE               | Dalton Schultz             |
| 46209 | 2-Jun  |    291 | 5/9/1995   | Michigan                       | DT               | Maurice Hurst              |
| 46211 | 9-May  |    188 | 11/11/1996 | Kansas State                   | CB               | D.J. Reed                  |
| 46212 | 2-Jun  |    255 | 8/24/1996  | Purdue                         | ILB              | Ja'Whaun Bentley           |
| 46214 | 3-Jun  |    313 | 9/14/1996  | Delaware                       | DE               | Bilal Nichols              |
| 46215 | 3-Jun  |    203 | 6/2/1995   | Oklahoma State                 | CB               | Tre Flowers                |
| 46216 | Jun-00 |    244 | 1/25/1995  | Virginia                       | ILB              | Micah Kiser                |
| 46219 | Jun-00 |    250 | 4/26/1995  | Memphis                        | OLB              | Genard Avery               |
| 46221 | 1-Jun  |    209 | 4/27/1995  | Arizona                        | SS               | Dane Cruikshank            |
| 46223 | Jun-00 |    205 | 8/4/1994   | Jacksonville State             | CB               | Siran Neal                 |
| 46226 | 3-Jun  |    254 | 7/30/1995  | Central Michigan               | TE               | Tyler Conklin              |
| 46229 | 1-Jun  |    253 | 4/24/1995  | Oklahoma                       | OLB              | Ogbonnia Okoronkwo         |
| 46230 | Jun-00 |    225 | 1/14/1995  | Maryland                       | MLB              | Jermaine Carter            |
| 46232 | 3-Jun  |    308 | 7/11/1997  | Virginia Tech                  | DT               | Tim Settle                 |
| 46235 | 4-Jun  |    315 | 11/21/1994 | Virginia Tech                  | G                | Wyatt Teller               |
| 46237 | 4-Jun  |    293 | 6/4/1996   | Ohio State                     | T                | Jamarco Jones              |
| 46238 | 1-Jun  |    217 | 7/18/1994  | Mississippi                    | RB               | Jordan Wilkins             |
| 46239 | 10-May |    190 | 6/26/1995  | Western Michigan               | CB               | Darius Phillips            |
| 46240 | 4-Jun  |    225 | 3/25/1995  | Western Kentucky               | QB               | Mike White                 |
| 46243 | 4-Jun  |    207 | 10/10/1994 | South Florida                  | WR               | Marquez Valdes-Scantling   |
| 46249 | 4-Jun  |    318 | 3/4/1995   | Connecticut                    | DT               | Folorunso Fatukasi         |
| 46250 | 3-Jun  |    260 | 10/11/1994 | Utah                           | OLB              | Kylie Fitts                |
| 46253 | Jun-00 |    208 | 6/9/1994   | Florida                        | OLB              | Marcell Harris             |
| 46255 | 2-Jun  |    242 | 12/11/1995 | Temple                         | DE               | Jacob Martin               |
| 46256 | 9-May  |    190 | 10/15/1996 | Clemson                        | WR               | Ray-Ray McCloud            |
| 46259 | 1-Jun  |    210 | 4/21/1997  | Texas                          | FS               | DeShon Elliott             |
| 46263 | Jun-00 |    184 | 1/22/1996  | Louisiana State                | WR               | Russell Gage               |
| 46264 | 4-Jun  |    310 | 3/21/1995  | Rutgers                        | NT               | Sebastian Joseph           |
| 46265 | Jun-00 |    190 | 7/20/1996  | Central Arkansas               | CB               | Tremon Smith               |
| 46267 | 3-Jun  |    320 | 1/3/1997   | Tennessee                      | G                | Reginald McKenzie          |
| 46269 | 2-Jun  |    215 | 8/2/1995   | Yale                           | ILB              | Foyesade Oluokun           |
| 46270 | 6-May  |    203 | 4/27/1995  | Louisiana Tech                 | RB               | Boston Scott               |
| 46273 | 11-May |    185 | 7/23/1994  | Virginia State                 | RB               | Trenton Cannon             |
| 46275 | 7-Jun  |    332 | 12/16/1994 | Texas Christian                | T                | Matt Pryor                 |
| 46276 | 5-Jun  |    214 | 9/30/1996  | Notre Dame                     | WR               | Equanimeous St. Brown      |
| 46277 | 5-Jun  |    188 | 3/10/1995  | Boise State                    | WR               | Cedrick Wilson             |
| 46279 | 9-May  |    190 | 10/6/1995  | Miami                          | WR               | Braxton Berrios            |
| 46284 | 5-Jun  |    317 | 11/24/1994 | Alabama                        | C                | Bradley Bozeman            |
| 46300 | 1-Jun  |    219 | 5/10/1996  | Texas Christian                | ILB              | Travin Howard              |
| 46302 | 8-Jun  |    344 | 3/31/1997  | No College                     | T                | Jordan Mailata             |
| 46304 | Jun-00 |    236 | 7/2/1996   | Syracuse                       | OLB              | Zaire Franklin             |
| 46307 | 6-Jun  |    290 | 9/7/1995   | Ferris State                   | DT               | Zach Sieler                |
| 46312 | 10-May |    185 | 4/17/1996  | Western Carolina               | CB               | Keion Crossen              |
| 46313 | 4-Jun  |    265 | 12/23/1994 | Southern Methodist             | OLB              | Justin Lawler              |
| 46314 | 5-Jun  |    311 | 12/10/1995 | Louisiana State                | C                | Will Clapp                 |
| 46320 | Jun-00 |    200 | 4/22/1996  | Northwestern                   | RB               | Justin Jackson             |
| 46322 | 5-Jun  |    228 | 2/3/1997   | Florida State                  | WR               | Auden Tate                 |
| 46323 | 6-Jun  |    305 | 5/17/1995  | Cincinnati                     | T                | Korey Cunningham           |
| 46329 | 9-May  |    190 | 11/17/1995 | Southern U.                    | CB               | Danny Johnson              |
| 46331 | 5-Jun  |    240 | 1/26/1995  | San Diego                      | TE               | Ross Dwelley               |
| 46349 | 1-Jun  |    202 | 11/3/1993  | Central Arkansas               | FS               | George Odum                |
| 46354 | 11-May |    184 | 3/25/1996  | Tennessee                      | CB               | Emmanuel Moseley           |
| 46362 | 5-Jun  |    214 | 1/6/1996   | Alabama                        | WR               | Cam Sims                   |
| 46367 | 8-May  |    190 | 7/24/1994  | Colorado                       | RB               | Phillip Lindsay            |
| 46369 | Jun-00 |    207 | 2/13/1996  | Florida State                  | SS               | Trey Marshall              |
| 46376 | 5-Jun  |    285 | 7/28/1995  | Washington                     | G                | Coleman Shelton            |
| 46378 | Jun-00 |    202 | 1/18/1996  | Mississippi State              | SS               | J.T. Gray                  |
| 46387 | 3-Jun  |    295 | 5/23/1995  | Tennessee                      | DT               | Kendal Vickers             |
| 46394 | 1-Jun  |    181 | 6/8/1996   | Northern Illinois              | WR               | Christian Blake            |
| 46404 | 2-Jun  |    295 | 9/1/1994   | Alabama                        | C                | J.C. Hassenauer            |
| 46416 | 2-Jun  |    285 | 7/25/1996  | UCLA                           | OLB              | Jacob Tuioti-Mariner       |
| 46424 | 1-Jun  |    235 | 3/17/1996  | Penn State                     | FB               | Jason Cabinda              |
| 46438 | 3-Jun  |    315 | 11/4/1994  | Northwestern                   | NT               | Tyler Lancaster            |
| 46456 | 9-May  |    187 | 3/15/1993  | Alabama-Birmingham             | CB               | Darious Williams           |
| 46457 | 1-Jun  |    248 | 9/12/1997  | Toledo                         | OLB              | Olasunkanmi Adeniyi        |
| 46461 | 10-May |    205 | 7/30/1995  | Cincinnati                     | RB               | Mike Boone                 |
| 46487 | 11-May |    310 | 11/19/1995 | Texas                          | NT               | Poona Ford                 |
| 46504 | 3-Jun  |    300 | 1/13/1994  | Washington State               | DT               | Daniel Ekuale              |
| 46521 | 2-Jun  |    233 | 7/27/1995  | Iowa                           | ILB              | Ben Niemann                |
| 46522 | 1-Jun  |    205 | 11/17/1993 | Kansas State                   | WR               | Byron Pringle              |
| 46526 | 11-May |    224 | 4/15/1995  | Louisiana State                | RB               | Darrel Williams            |
| 46527 | 3-Jun  |    235 | 9/19/1996  | Washington State               | OLB              | Frankie Luvu               |
| 46536 | 2-Jun  |    245 | 9/7/1994   | Nevada-Las Vegas               | FB               | Johnny Stanton             |
| 46542 | 3-Jun  |    210 | 12/26/1994 | Temple                         | WR               | Keith Kirkwood             |
| 46543 | 4-Jun  |    280 | 9/19/1995  | Oregon                         | DE               | Henry Mondeaux             |
| 46544 | 4-Jun  |    255 | 3/6/1995   | Western Kentucky               | TE               | Deon Yelder                |
| 46618 | 2-Jun  |    305 | 8/18/1995  | South Carolina                 | DT               | Taylor Stallworth          |
| 46629 | 5-Jun  |    307 | 11/27/1995 | Nebraska                       | C                | Nick Gates                 |
| 46630 | 10-May |    185 | 2/2/1996   | Utah State                     | CB               | Jalen Davis                |
| 46633 | 1-Jun  |    218 | 3/27/1996  | Florida Atlantic               | RB               | Buddy Howell               |
| 46652 | 11-May |    189 | 8/7/1996   | Georgia State                  | CB               | Chandon Sullivan           |
| 46657 | Jun-00 |    232 | 8/9/1994   | Sioux Falls                    | OLB              | Dennis Gardeck             |
| 46671 | 1-Jun  |    219 | 2/26/1996  | Vanderbilt                     | WR               | Trent Sherfield            |
| 46672 | 10-May |    205 | 3/11/1996  | Ferris State                   | CB               | Tavierre Thomas            |
| 46674 | 2-Jun  |    214 | 6/9/1996   | Washington                     | ILB              | Ezekiel Turner             |
| 46679 | 2-Jun  |    302 | 9/16/1996  | Southern Methodist             | C                | Evan Brown                 |
| 46680 | 10-May |    205 | 4/27/1996  | Temple                         | SS               | Sean Chandler              |
| 46689 | 6-Jun  |    318 | 10/5/1994  | Iowa                           | G                | Ike Boettger               |
| 46698 | Jun-00 |    179 | 6/12/1995  | Alabama                        | CB               | Levi Wallace               |
| 46699 | 1-Jun  |    193 | 2/20/1995  | Miami                          | CB               | Dee Delaney                |
| 46700 | 11-May |    185 | 3/5/1996   | Vanderbilt                     | CB               | Tre Herndon                |
| 46705 | 5-Jun  |    227 | 12/11/1995 | Iowa State                     | WR               | Allen Lazard               |
| 46711 | 3-Jun  |    200 | 12/24/1995 | Southern Illinois              | SS               | Ryan Neal                  |
| 46729 | 2-Jun  |    197 | 9/8/1994   | Virginia Tech                  | CB               | Brandon Facyson            |
| 46755 | 5-Jun  |    320 | 1/25/1994  | Grambling                      | T                | Trenton Scott              |
| 46757 | 1-Jun  |    195 | 5/16/1996  | Middle Tennessee               | CB               | Charvarius Ward            |
| 46772 | 2-Jun  |    255 | 9/17/1995  | Miami                          | OLB              | Trent Harris               |
| 46775 | 1-Jun  |    198 | 11/17/1995 | Maryland                       | CB               | J.C. Jackson               |
| 46778 | 11-May |    202 | 12/15/1995 | Mississippi                    | FS               | A.J. Moore                 |
| 46781 | 2-Jun  |    237 | 12/27/1995 | Oregon State                   | RB               | Ryan Nall                  |
| 46786 | 4-Jun  |    275 | 7/16/1995  | Old Dominion                   | DE               | Bunmi Rotimi               |
| 46796 | 4-Jun  |    272 | 12/30/1995 | Buffalo                        | DE               | Demone Harris              |
| 46797 | 5-Jun  |    239 | 11/12/1994 | Southern Arkansas              | TE               | Tanner Hudson              |
| 46798 | Jun-00 |    212 | 9/10/1994  | Northwestern                   | RB               | Godwin Igwebuike           |
| 46807 | Jun-00 |    195 | 2/10/1996  | San Jose State                 | CB               | Andre Chachere             |
| 46823 | Jun-00 |    196 | 8/4/1995   | Southeast Missouri             | CB               | Mike Ford                  |
| 46825 | Jun-00 |    200 | 8/13/1995  | Nebraska                       | CB               | Chris Jones                |
| 46836 | 9-May  |    175 | 12/20/1995 | Texas Tech                     | WR               | Cameron Batson             |
| 46843 | 4-Jun  |    250 | 10/1/1995  | Temple                         | OLB              | Sharif Finch               |
| 46852 | 3-Jun  |    312 | 2/18/1994  | James Madison                  | G                | Aaron Stinnie              |
| 46902 | 1-Jun  |    229 | 12/14/1995 | Western Michigan               | OLB              | Robert Spillane            |
| 46908 | 10-May |    195 | 8/8/1994   | Utah State                     | FS               | Dallin Leavitt             |
| 46915 | 6-Jun  |    258 | 12/13/1992 | Southeastern Oklahoma          | TE               | Codey McElroy              |
| 46958 | 2-Jun  |    230 | 7/23/1995  | North Dakota State             | MLB              | Chris Board                |
| 46992 | 2-Jun  |    205 | 1/3/1995   | Prairie View                   | WR               | KhaDarel Hodge             |
| 46998 | 2-Jun  |    200 | 1/30/1996  | Illinois                       | WR               | Malik Turner               |
| 47016 | 2-Jun  |    255 | 12/24/1991 | Tennessee                      | ILB              | A.J. Johnson               |
| 47180 | 1-Jun  |    200 | 10/16/1995 | Wake Forest                    | QB               | John Wolford               |
| 47605 | 10-May |    208 | 2/27/1996  | South Florida                  | RB               | D'Ernest Johnson           |
| 47749 | 3-Jun  |    255 | 12/15/1994 | Tennessee                      | FB               | Jakob Johnson              |
| 47784 | 10-May |    207 | 8/7/1997   | Oklahoma                       | QB               | Kyler Murray               |
| 47785 | 4-Jun  |    266 | 10/23/1997 | Ohio State                     | DE               | Nick Bosa                  |
| 47786 | 3-Jun  |    303 | 12/21/1997 | Alabama                        | NT               | Quinnen Williams           |
| 47787 | 4-Jun  |    265 | 5/17/1997  | Clemson                        | DE               | Clelin Ferrell             |
| 47788 | Jun-00 |    237 | 2/17/1998  | Louisiana State                | ILB              | Devin White                |
| 47789 | 5-Jun  |    220 | 5/27/1997  | Duke                           | QB               | Daniel Jones               |
| 47790 | 5-Jun  |    262 | 7/13/1997  | Kentucky                       | OLB              | Josh Allen                 |
| 47791 | 5-Jun  |    248 | 7/3/1997   | Iowa                           | TE               | T.J. Hockenson             |
| 47792 | 1-Jun  |    287 | 12/12/1997 | Houston                        | DT               | Ed Oliver                  |
| 47793 | 11-May |    233 | 7/18/1998  | Michigan                       | ILB              | Devin Bush                 |
| 47794 | 4-Jun  |    305 | 11/17/1997 | Alabama                        | T                | Jonah Williams             |
| 47795 | 5-Jun  |    277 | 12/3/1997  | Michigan                       | OLB              | Rashan Gary                |
| 47796 | 4-Jun  |    315 | 12/20/1995 | Clemson                        | DT               | Christian Wilkins          |
| 47797 | 4-Jun  |    307 | 2/8/1997   | Boston College                 | G                | Chris Lindstrom            |
| 47799 | 5-Jun  |    250 | 4/23/1998  | Florida State                  | DE               | Brian Burns                |
| 47800 | 4-Jun  |    342 | 11/12/1997 | Clemson                        | DE               | Dexter Lawrence            |
| 47801 | 3-Jun  |    305 | 6/20/1995  | North Carolina State           | C                | Garrett Bradbury           |
| 47802 | 4-Jun  |    300 | 7/28/1997  | Mississippi State              | DT               | Jeffery Simmons            |
| 47803 | 4-Jun  |    249 | 11/20/1997 | Iowa                           | TE               | Noah Fant                  |
| 47804 | 11-May |    200 | 7/30/1997  | Maryland                       | SS               | Darnell Savage             |
| 47805 | 5-Jun  |    315 | 10/3/1995  | Washington State               | T                | Andre Dillard              |
| 47806 | 5-Jun  |    322 | 5/23/1996  | Alabama State                  | T                | Tytus Howard               |
| 47807 | 10-May |    220 | 2/11/1998  | Alabama                        | RB               | Josh Jacobs                |
| 47808 | 9-May  |    170 | 6/4/1997   | Oklahoma                       | WR               | Marquise Brown             |
| 47809 | 6-Jun  |    262 | 9/4/1996   | Mississippi State              | DE               | Montez Sweat               |
| 47810 | Jun-00 |    205 | 10/25/1996 | Mississippi State              | SS               | Johnathan Abram            |
| 47811 | 6-Jun  |    295 | 10/8/1996  | Notre Dame                     | DT               | Jerry Tillery              |
| 47812 | 2-Jun  |    291 | 9/12/1995  | Texas Christian                | DE               | L.J. Collier               |
| 47813 | 11-May |    180 | 9/4/1997   | Georgia                        | CB               | Deandre Baker              |
| 47814 | 6-Jun  |    306 | 2/22/1995  | Washington                     | T                | Kaleb McGary               |
| 47815 | 4-Jun  |    225 | 12/17/1997 | Arizona State                  | WR               | N'Keal Harry               |
| 47816 | 11-May |    190 | 1/18/1998  | Washington                     | CB               | Byron Murphy               |
| 47817 | Jun-00 |    190 | 5/23/1996  | Temple                         | CB               | Rock Ya-Sin                |
| 47818 | 5-Jun  |    312 | 11/25/1997 | Florida                        | T                | Jawaan Taylor              |
| 47819 | 11-May |    214 | 1/15/1996  | South Carolina                 | WR               | Deebo Samuel               |
| 47821 | 3-Jun  |    329 | 12/28/1996 | Oklahoma                       | G                | Cody Ford                  |
| 47822 | Jun-00 |    195 | 6/19/1997  | Central Michigan               | CB               | Sean Murphy-Bunting        |
| 47823 | 2-Jun  |    200 | 9/20/1997  | Clemson                        | CB               | Trayvon Mullen             |
| 47824 | 5-Jun  |    312 | 7/13/1995  | Kansas State                   | G                | Dalton Risner              |
| 47825 | 4-Jun  |    228 | 11/10/1996 | Missouri                       | QB               | Drew Lock                  |
| 47826 | 2-Jun  |    250 | 9/28/1996  | Hawaii                         | MLB              | Jahlani Tavai              |
| 47827 | 5-Jun  |    310 | 12/26/1995 | Mississippi State              | G                | Elgton Jenkins             |
| 47828 | 3-Jun  |    212 | 12/6/1997  | Vanderbilt                     | CB               | Joejuan Williams           |
| 47829 | 2-Jun  |    184 | 12/3/1997  | Louisiana State                | CB               | Greedy Williams            |
| 47830 | 2-Jun  |    195 | 7/18/1997  | Utah                           | FS               | Marquise Blair             |
| 47831 | 4-Jun  |    315 | 8/27/1997  | Texas A&amp;M                  | C                | Erik McCoy                 |
| 47832 | 3-Jun  |    252 | 1/19/1996  | Texas Christian                | DE               | Ben Banogu                 |
| 47834 | Jun-00 |    226 | 6/30/1997  | Mississippi                    | WR               | A.J. Brown                 |
| 47835 | 4-Jun  |    259 | 4/16/1996  | Washington                     | TE               | Drew Sample                |
| 47836 | 11-May |    211 | 5/1/1997   | Penn State                     | RB               | Miles Sanders              |
| 47837 | 2-Jun  |    213 | 11/4/1995  | Kentucky                       | CB               | Lonnie Johnson             |
| 47838 | 6-Jun  |    325 | 8/10/1996  | Northern Illinois              | G                | Max Scharping              |
| 47839 | 10-May |    187 | 3/12/1998  | Georgia                        | WR               | Mecole Hardman             |
| 47840 | 2-Jun  |    225 | 12/31/1996 | Stanford                       | TE               | J.J. Arcega-Whiteside      |
| 47842 | Jun-00 |    205 | 7/16/1997  | Ohio State                     | WR               | Parris Campbell            |
| 47843 | Jun-00 |    206 | 5/31/1997  | Delaware                       | FS               | Nasir Adderley             |
| 47844 | Jun-00 |    208 | 12/22/1997 | Washington                     | FS               | Taylor Rapp                |
| 47846 | Jun-00 |    205 | 10/19/1995 | Virginia                       | FS               | Juan Thornhill             |
| 47847 | 4-Jun  |    230 | 12/14/1997 | Mississippi                    | WR               | DK Metcalf                 |
| 47848 | 4-Jun  |    281 | 8/20/1997  | Boston College                 | DE               | Zach Allen                 |
| 47849 | 10-May |    181 | 7/5/1996   | Toledo                         | WR               | Diontae Johnson            |
| 47852 | 5-Jun  |    250 | 3/21/1997  | San Jose State                 | TE               | Josh Oliver                |
| 47853 | 8-May  |    200 | 8/19/1997  | Memphis                        | RB               | Darrell Henderson          |
| 47854 | 3-Jun  |    281 | 1/5/1997   | Ohio State                     | DE               | Dre'Mont Jones             |
| 47855 | 2-Jun  |    245 | 5/21/1996  | North Carolina State           | OLB              | Germaine Pratt             |
| 47856 | 10-May |    222 | 6/7/1997   | Iowa State                     | RB               | David Montgomery           |
| 47857 | 7-May  |    203 | 9/3/1997   | Florida Atlantic               | RB               | Devin Singletary           |
| 47859 | Jun-00 |    210 | 9/15/1995  | Ohio State                     | WR               | Terry McLaurin             |
| 47860 | 3-Jun  |    251 | 4/19/1995  | Michigan                       | DE               | Chase Winovich             |
| 47861 | 6-Jun  |    310 | 9/3/1996   | Wisconsin                      | C                | Michael Deiter             |
| 47862 | 11-May |    196 | 2/6/1998   | Michigan                       | CB               | David Long                 |
| 47863 | 1-Jun  |    238 | 6/8/1995   | Brigham Young                  | OLB              | Sione Takitaki             |
| 47864 | 1-Jun  |    207 | 12/19/1995 | Boston College                 | SS               | Will Harris                |
| 47865 | 3-Jun  |    316 | 9/23/1996  | North Carolina-Charlotte       | G                | Nate Davis                 |
| 47866 | 2-Jun  |    192 | 1/12/1998  | Michigan State                 | CB               | Justin Layne               |
| 47867 | Jun-00 |    324 | 8/9/1996   | Western Illinois               | DT               | Khalen Saunders            |
| 47868 | 5-Jun  |    275 | 12/14/1995 | Louisiana Tech                 | OLB              | Jaylon Ferguson            |
| 47870 | 11-May |    215 | 2/11/1997  | Alabama                        | RB               | Damien Harris              |
| 47871 | 2-Jun  |    237 | 11/13/1996 | Utah                           | MLB              | Cody Barton                |
| 47872 | 1-Jun  |    234 | 7/29/1996  | Stanford                       | MLB              | Bobby Okereke              |
| 47873 | 5-Jun  |    308 | 11/3/1997  | Penn State                     | G                | Connor McGovern            |
| 47874 | 6-Jun  |    307 | 9/5/1996   | Sioux Falls                    | T                | Trey Pipkins               |
| 47875 | 3-Jun  |    308 | 5/25/1997  | Southern California            | T                | Chuma Edoga                |
| 47876 | 4-Jun  |    220 | 10/12/1996 | Notre Dame                     | WR               | Miles Boykin               |
| 47877 | 1-Jun  |    206 | 10/15/1996 | Auburn                         | CB               | Jamel Dean                 |
| 47878 | 4-Jun  |    250 | 12/7/1996  | Old Dominion                   | OLB              | Oshane Ximines             |
| 47879 | 4-Jun  |    254 | 11/14/1996 | Mississippi                    | TE               | Dawson Knox                |
| 47880 | 4-Jun  |    312 | 3/24/1997  | Oklahoma                       | G                | Bobby Evans                |
| 47881 | 11-May |    226 | 8/28/1996  | Murray State                   | OLB              | Quincy Williams            |
| 47882 | 10-May |    200 | 5/18/1996  | Kentucky                       | FS               | Mike Edwards               |
| 47884 | 5-Jun  |    310 | 2/21/1996  | West Virginia                  | T                | Yodny Cajuste              |
| 47885 | 11-May |    220 | 6/19/1998  | Boise State                    | RB               | Alexander Mattison         |
| 47888 | 11-May |    208 | 12/20/1997 | Florida                        | SS               | Chauncey Gardner-Johnson   |
| 47889 | 5-Jun  |    255 | 8/22/1997  | Eastern Michigan               | DE               | Maxx Crosby                |
| 47890 | 7-Jun  |    272 | 3/4/1997   | Iowa                           | OLB              | Anthony Nelson             |
| 47891 | 11-May |    193 | 3/19/1998  | Notre Dame                     | SS               | Julian Love                |
| 47892 | 11-May |    215 | 5/7/1996   | Michigan State                 | SS               | Khari Willis               |
| 47899 | 11-May |    210 | 6/14/1998  | Iowa                           | FS               | Amani Hooker               |
| 47900 | 6-Jun  |    261 | 11/12/1996 | Clemson                        | OLB              | Austin Bryant              |
| 47902 | Jun-00 |    196 | 11/6/1996  | Miami                          | FS               | Sheldrick Redwine          |
| 47904 | 3-Jun  |    267 | 9/12/1995  | West Virginia                  | TE               | Trevon Wesco               |
| 47905 | 10-May |    223 | 2/27/1998  | Kentucky                       | RB               | Benny Snell                |
| 47906 | 4-Jun  |    310 | 10/29/1996 | Oklahoma                       | G                | Ben Powers                 |
| 47911 | Jun-00 |    209 | 4/30/1997  | Memphis                        | RB               | Tony Pollard               |
| 47913 | 2-Jun  |    234 | 8/15/1995  | Notre Dame                     | ILB              | Drue Tranquill             |
| 47914 | 3-Jun  |    316 | 5/9/1996   | Indiana                        | G                | Wes Martin                 |
| 47915 | 9-May  |    201 | 5/16/1997  | Oregon                         | FS               | Ugochukwu Amadi            |
| 47917 | 1-Jun  |    312 | 5/6/1996   | Washington                     | NT               | Greg Gaines                |
| 47919 | 6-Jun  |    315 | 1/25/1998  | Ohio State                     | G                | Michael Jordan             |
| 47920 | 4-Jun  |    250 | 5/6/1997   | Louisiana State                | TE               | Foster Moreau              |
| 47922 | 1-Jun  |    196 | 2/11/1997  | Alabama                        | SS               | Deionte Thompson           |
| 47924 | 8-Jun  |    265 | 9/10/1996  | Michigan                       | TE               | Zach Gentry                |
| 47929 | 2-Jun  |    203 | 2/9/1996   | Penn State                     | CB               | Amani Oruwariye            |
| 47931 | Jun-00 |    225 | 5/25/1997  | Arkansas                       | OLB              | Dre Greenlaw               |
| 47932 | 10-May |    185 | 12/21/1995 | Clemson                        | WR               | Hunter Renfrow             |
| 47933 | 3-Jun  |    288 | 9/26/1996  | Texas A&amp;M                  | DE               | Kingsley Keke              |
| 47934 | 4-Jun  |    242 | 7/1/1995   | Wisconsin                      | OLB              | Andrew Van Ginkel          |
| 47938 | 1-Jun  |    240 | 2/14/1998  | Alabama                        | OLB              | Mack Wilson                |
| 47939 | 5-Jun  |    248 | 1/15/1996  | Oregon                         | OLB              | Justin Hollins             |
| 47940 | 1-Jun  |    235 | 5/10/1996  | Minnesota                      | ILB              | Blake Cashman              |
| 47944 | 5-Jun  |    280 | 8/20/1997  | Texas                          | DE               | Charles Omenihu            |
| 47947 | 4-Jun  |    230 | 6/1/1995   | Tarleton State                 | OLB              | E.J. Speed                 |
| 47948 | 4-Jun  |    275 | 12/20/1996 | Miami                          | DE               | Joe Jackson                |
| 47952 | 6-Jun  |    308 | 3/20/1997  | Wisconsin                      | G                | David Edwards              |
| 47954 | 1-Jun  |    190 | 1/12/1997  | Auburn                         | WR               | Darius Slayton             |
| 47956 | 1-Jun  |    240 | 7/30/1996  | North Carolina                 | OLB              | Cole Holcomb               |
| 47959 | 5-Jun  |    252 | 4/24/1997  | Stanford                       | TE               | Kaden Smith                |
| 47964 | 10-May |    190 | 11/13/1995 | Miami                          | FS               | Jaquan Johnson             |
| 47965 | 8-May  |    206 | 10/18/1997 | Texas A&amp;M                  | RB               | Trayveon Williams          |
| 47969 | 10-May |    210 | 9/17/1997  | Maryland                       | RB               | Ty Johnson                 |
| 47970 | 3-Jun  |    215 | 9/4/1996   | Colorado                       | WR               | Juwann Winfree             |
| 47971 | 11-May |    224 | 10/12/1996 | West Virginia                  | ILB              | David Long                 |
| 47973 | 5-Jun  |    295 | 7/22/1996  | Arkansas                       | NT               | Armon Watts                |
| 47974 | Jun-00 |    191 | 1/27/1996  | Wyoming                        | SS               | Marcus Epps                |
| 47975 | 3-Jun  |    295 | 8/24/1996  | Alabama                        | DE               | Isaiah Buggs               |
| 47976 | 5-Jun  |    323 | 2/14/1997  | Elon                           | T                | Olisaemeka Udoh            |
| 47978 | 11-May |    185 | 12/10/1995 | Central Michigan               | CB               | Xavier Crawford            |
| 47984 | 11-May |    188 | 2/17/1997  | South Carolina                 | CB               | Rashad Fenton              |
| 47985 | 7-Jun  |    305 | 7/29/1997  | Ohio State                     | T                | Isaiah Prince              |
| 47987 | 10-May |    202 | 8/7/1998   | Miami                          | RB               | Travis Homer               |
| 47988 | 8-May  |    183 | 10/8/1996  | Kansas State                   | CB               | Duke Shelley               |
| 47991 | 11-May |    174 | 7/31/1997  | Bowling Green                  | WR               | Scott Miller               |
| 47995 | 6-Jun  |    324 | 8/7/1996   | South Carolina                 | G                | Dennis Daley               |
| 47996 | Jun-00 |    204 | 2/21/1995  | Texas A&amp;M                  | SS               | Donovan Wilson             |
| 48000 | 11-May |    201 | 9/12/1996  | Texas                          | CB               | Kris Boyd                  |
| 48008 | 6-Jun  |    253 | 4/4/1997   | North Carolina A&amp;T         | DE               | Darryl Johnson             |
| 48009 | 1-Jun  |    240 | 12/31/1995 | Texas Christian                | ILB              | Ty Summers                 |
| 48011 | 5-Jun  |    251 | 7/1/1995   | Boston College                 | TE               | Tommy Sweeney              |
| 48017 | 10-May |    200 | 2/15/1997  | Washington                     | RB               | Myles Gaskin               |
| 48026 | 11-May |    200 | 5/17/1995  | Penn State                     | SS               | Nick Scott                 |
| 48027 | 3-Jun  |    240 | 6/10/1995  | Idaho                          | OLB              | Kaden Elliss               |
| 48032 | 3-Jun  |    284 | 5/5/1996   | Temple                         | DE               | Michael Dogbe              |
| 48034 | 1-Jun  |    232 | 11/2/1995  | Texas Tech                     | OLB              | Dakota Allen               |
| 48053 | Jun-00 |    180 | 1/16/1997  | East Central                   | WR               | Trinity Benson             |
